Class,Text_Data
Processing,process transaction have -PRON- d thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Failed,failure of transaction greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
Pending,transaction no be unresolved there have be only a partial payment of amount gbp assure -PRON- that the rest will be pay later warm regard
General,new cheque book this be to inform -PRON- that i be not able to withdraw money from -PRON- account please help
Request,request to send detail of transaction i need detail of urgently please provide the same on priority basis
Request,ask for the detail for transaction can -PRON- please tell -PRON- the amount transfer through transaction -PRON- d thank
Complete,complete transaction no glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
Request,urgently require update on transaction kindly reply to -PRON- at the early with the last transaction make with the account no thank in advance
Request,request to send detail of transaction kindly reply to -PRON- at the early with the last transaction make with the account no thank in advance
General,want to block account hey i think i lose -PRON- atm card today so can -PRON- please block -PRON- account or tell -PRON- a way to change -PRON- pin no i urgently need -PRON- reply thank in advance
Complete,transaction be complete greeting i want to let -PRON- know that i have acknowledge the payment for transaction in response to -PRON- email which confirm the finalize status of -PRON- transaction thank and regard
Pending,payment outstanding for transaction hello greeting for the day status of transaction usd for account be pende i would be grateful if -PRON- could tell -PRON- the cause thank a lot
Failed,transaction stall and payment not receive greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
